Houston Astros,8,Pittsburgh Pirates,2
Los Angeles Dodgers,9,San Francisco Giants,1
Boston Red Sox,0,Tampa Bay Rays,1
Kansas City Royals,2,Texas Rangers,11
Washington Nationals,0,Los Angeles Angels,2
Milwaukee Brewers,7,Arizona D'Backs,1
Cincinnati Reds,6,Atlanta Braves,7
Oakland Athletics,8,Baltimore Orioles,12
Seattle Mariners,9,Chicago Cubs,14
New York Yankees,11,Cleveland Guardians,2
St. Louis Cardinals,9,Colorado Rockies,6
Chicago White Sox,3,Minnesota Twins,4
San Diego Padres,4,New York Mets,2
Miami Marlins,8,Philadelphia Phillies,4
Houston Astros,4,Pittsburgh Pirates,7
Los Angeles Dodgers,0,San Francisco Giants,5
Boston Red Sox,2,Tampa Bay Rays,7
Kansas City Royals,5,Texas Rangers,8
Detroit Tigers,3,Toronto Blue Jays,9
Washington Nationals,2,Los Angeles Angels,3
Milwaukee Brewers,3,Arizona D'Backs,7
Cincinnati Reds,4,Atlanta Braves,5
Oakland Athletics,8,Baltimore Orioles,4
Seattle Mariners,5,Chicago Cubs,2
New York Yankees,4,Cleveland Guardians,3
St. Louis Cardinals,7,Colorado Rockies,4
Chicago White Sox,1,Minnesota Twins,3
San Diego Padres,2,New York Mets,5
Miami Marlins,3,Philadelphia Phillies,2
Houston Astros,7,Pittsburgh Pirates,0
Los Angeles Dodgers,10,San Francisco Giants,5
Boston Red Sox,7,Tampa Bay Rays,9
Kansas City Royals,10,Texas Rangers,1
Detroit Tigers,3,Toronto Blue Jays,4
Oakland Athletics,7,Baltimore Orioles,8
Philadelphia Phillies,2,Cincinnati Reds,6
Minnesota Twins,11,New York Yankees,2
Milwaukee Brewers,4,San Diego Padres,3
Pittsburgh Pirates,5,St. Louis Cardinals,0
Boston Red Sox,3,Tampa Bay Rays,9
Detroit Tigers,3,Toronto Blue Jays,1
Los Angeles Angels,3,Boston Red Sox,5
Baltimore Orioles,6,Chicago White Sox,3
Philadelphia Phillies,8,Cincinnati Reds,3
San Francisco Giants,5,Detroit Tigers,7
Texas Rangers,6,Houston Astros,2
Atlanta Braves,10,Kansas City Royals,3
Chicago Cubs,8,Los Angeles Dodgers,2
Arizona D'Backs,1,Miami Marlins,5
Minnesota Twins,4,New York Yankees,3
New York Mets,17,Oakland Athletics,6
Milwaukee Brewers,11,San Diego Padres,2
Colorado Rockies,3,Seattle Mariners,5
Pittsburgh Pirates,0,St. Louis Cardinals,3
Tampa Bay Rays,3,Toronto Blue Jays,6
Cleveland Guardians,4,Washington Nationals,3
Los Angeles Angels,7,Boston Red Sox,9
Baltimore Orioles,6,Chicago White Sox,7
Philadelphia Phillies,0,Cincinnati Reds,13
San Francisco Giants,6,Detroit Tigers,7
Texas Rangers,2,Houston Astros,8
Atlanta Braves,9,Kansas City Royals,3
Chicago Cubs,1,Los Angeles Dodgers,2
Arizona D'Backs,2,Miami Marlins,3
Minnesota Twins,1,New York Yankees,6
New York Mets,3,Oakland Athletics,2
Milwaukee Brewers,3,San Diego Padres,10
Colorado Rockies,2,Seattle Mariners,9
Pittsburgh Pirates,6,St. Louis Cardinals,3
Tampa Bay Rays,2,Toronto Blue Jays,5
Cleveland Guardians,6,Washington Nationals,4
Los Angeles Angels,1,Boston Red Sox,2
Baltimore Orioles,8,Chicago White Sox,4
Philadelphia Phillies,14,Cincinnati Reds,3
Texas Rangers,9,Houston Astros,1
Atlanta Braves,5,Kansas City Royals,4
Chicago Cubs,3,Los Angeles Dodgers,2
Arizona D'Backs,5,Miami Marlins,0
Minnesota Twins,0,New York Yankees,2
New York Mets,4,Oakland Athletics,3
Milwaukee Brewers,1,San Diego Padres,0
Colorado Rockies,0,Seattle Mariners,1
Pittsburgh Pirates,4,St. Louis Cardinals,5
Tampa Bay Rays,8,Toronto Blue Jays,1
Cleveland Guardians,6,Washington Nationals,7
Los Angeles Angels,5,Boston Red Sox,4
Tampa Bay Rays,1,Cincinnati Reds,8
Pittsburgh Pirates,14,Colorado Rockies,3
Toronto Blue Jays,2,Houston Astros,9
Texas Rangers,4,Kansas City Royals,0
New York Mets,8,Los Angeles Dodgers,6
San Francisco Giants,3,Miami Marlins,4
Chicago Cubs,10,Oakland Athletics,1
Atlanta Braves,2,San Diego Padres,0
Milwaukee Brewers,7,Seattle Mariners,3
Arizona D'Backs,6,St. Louis Cardinals,3
Minnesota Twins,4,Boston Red Sox,5
Philadelphia Phillies,7,Chicago White Sox,4
Philadelphia Phillies,0,Chicago White Sox,3
Tampa Bay Rays,10,Cincinnati Reds,0
Pittsburgh Pirates,5,Colorado Rockies,3
Cleveland Guardians,3,Detroit Tigers,4
Cleveland Guardians,0,Detroit Tigers,1
Toronto Blue Jays,4,Houston Astros,2
Texas Rangers,12,Kansas City Royals,2
New York Mets,0,Los Angeles Dodgers,5
San Francisco Giants,2,Miami Marlins,4
Los Angeles Angels,5,New York Yankees,2
Chicago Cubs,4,Oakland Athletics,0
Atlanta Braves,8,San Diego Padres,1
Milwaukee Brewers,6,Seattle Mariners,5
Arizona D'Backs,8,St. Louis Cardinals,7
Baltimore Orioles,1,Washington Nationals,0
Minnesota Twins,10,Boston Red Sox,4
Philadelphia Phillies,5,Chicago White Sox,2
Tampa Bay Rays,8,Cincinnati Reds,0
Pittsburgh Pirates,14,Colorado Rockies,3
Cleveland Guardians,3,Detroit Tigers,2
Toronto Blue Jays,1,Houston Astros,8
Texas Rangers,12,Kansas City Royals,3
New York Mets,5,Los Angeles Dodgers,3
San Francisco Giants,5,Miami Marlins,2
Los Angeles Angels,2,New York Yankees,3
Chicago Cubs,12,Oakland Athletics,2
Atlanta Braves,0,San Diego Padres,1
Milwaukee Brewers,5,Seattle Mariners,3
Arizona D'Backs,5,St. Louis Cardinals,14
Baltimore Orioles,4,Washington Nationals,0
San Diego Padres,7,Arizona D'Backs,5
Minnesota Twins,5,Boston Red Sox,11
Los Angeles Dodgers,6,Chicago Cubs,2
Los Angeles Angels,3,New York Yankees,9
Colorado Rockies,5,Philadelphia Phillies,0
Cincinnati Reds,3,Pittsburgh Pirates,4
New York Mets,9,San Francisco Giants,4
Kansas City Royals,0,Los Angeles Angels,2
San Diego Padres,0,Arizona D'Backs,9
Houston Astros,6,Atlanta Braves,4
Detroit Tigers,1,Baltimore Orioles,2
Los Angeles Dodgers,0,Chicago Cubs,13
Boston Red Sox,5,Milwaukee Brewers,3
Washington Nationals,3,Minnesota Twins,2
Toronto Blue Jays,6,New York Yankees,1
Colorado Rockies,3,Philadelphia Phillies,4
Cincinnati Reds,2,Pittsburgh Pirates,4
St. Louis Cardinals,2,Seattle Mariners,5
New York Mets,7,San Francisco Giants,0
Chicago White Sox,7,Tampa Bay Rays,8
Oakland Athletics,5,Texas Rangers,4
Kansas City Royals,11,Los Angeles Angels,8
San Diego Padres,5,Arizona D'Backs,3
Houston Astros,6,Atlanta Braves,3
Detroit Tigers,1,Baltimore Orioles,5
Los Angeles Dodgers,9,Chicago Cubs,4
Miami Marlins,6,Cleveland Guardians,1
Miami Marlins,3,Cleveland Guardians,2
Boston Red Sox,4,Milwaukee Brewers,5
Washington Nationals,10,Minnesota Twins,4
Toronto Blue Jays,2,New York Yankees,3
Colorado Rockies,3,Philadelphia Phillies,4
Cincinnati Reds,1,Pittsburgh Pirates,2
St. Louis Cardinals,4,Seattle Mariners,5
New York Mets,4,San Francisco Giants,7
Chicago White Sox,3,Tampa Bay Rays,4
Oakland Athletics,3,Texas Rangers,18
Kansas City Royals,3,Los Angeles Angels,4
San Diego Padres,7,Arizona D'Backs,5
Houston Astros,5,Atlanta Braves,2
Detroit Tigers,1,Baltimore Orioles,2
Los Angeles Dodgers,7,Chicago Cubs,3
Miami Marlins,4,Cleveland Guardians,7
Boston Red Sox,12,Milwaukee Brewers,5
Washington Nationals,1,Minnesota Twins,3
Toronto Blue Jays,5,New York Yankees,1
Colorado Rockies,3,Philadelphia Phillies,9
Cincinnati Reds,0,Pittsburgh Pirates,2
St. Louis Cardinals,7,Seattle Mariners,3
New York Mets,4,San Francisco Giants,5
Chicago White Sox,1,Tampa Bay Rays,4
Oakland Athletics,2,Texas Rangers,5
Oakland Athletics,11,Los Angeles Angels,10
Kansas City Royals,4,Arizona D'Backs,5
Miami Marlins,0,Atlanta Braves,11
Boston Red Sox,4,Baltimore Orioles,5
Texas Rangers,6,Cincinnati Reds,7
Colorado Rockies,6,Cleveland Guardians,0
Detroit Tigers,4,Milwaukee Brewers,2
New York Yankees,1,Minnesota Twins,6
St. Louis Cardinals,0,San Francisco Giants,4
Houston Astros,3,Tampa Bay Rays,8
Chicago White Sox,2,Toronto Blue Jays,5
Oakland Athletics,3,Los Angeles Angels,5
Kansas City Royals,5,Arizona D'Backs,4
Miami Marlins,4,Atlanta Braves,7
Boston Red Sox,8,Baltimore Orioles,6
San Diego Padres,0,Chicago Cubs,6
Texas Rangers,6,Cincinnati Reds,7
Colorado Rockies,5,Cleveland Guardians,1
Detroit Tigers,4,Milwaukee Brewers,3
New York Yankees,2,Minnesota Twins,6
Washington Nationals,5,New York Mets,0
Seattle Mariners,5,Philadelphia Phillies,3
Los Angeles Dodgers,8,Pittsburgh Pirates,7
St. Louis Cardinals,4,San Francisco Giants,5
Houston Astros,5,Tampa Bay Rays,0
Chicago White Sox,0,Toronto Blue Jays,7
Oakland Athletics,3,Los Angeles Angels,11
Kansas City Royals,0,Arizona D'Backs,2
Miami Marlins,4,Atlanta Braves,6
Boston Red Sox,2,Baltimore Orioles,6
San Diego Padres,5,Chicago Cubs,3
Texas Rangers,3,Cincinnati Reds,5
Colorado Rockies,1,Cleveland Guardians,4
Detroit Tigers,2,Milwaukee Brewers,6
New York Yankees,12,Minnesota Twins,6
Washington Nationals,4,New York Mets,1
Seattle Mariners,5,Philadelphia Phillies,6
Los Angeles Dodgers,1,Pittsburgh Pirates,8
St. Louis Cardinals,3,San Francisco Giants,7
Houston Astros,1,Tampa Bay Rays,0
Chicago White Sox,0,Toronto Blue Jays,8
Oakland Athletics,7,Los Angeles Angels,8
Miami Marlins,5,Atlanta Braves,4
Tampa Bay Rays,14,Chicago White Sox,5
San Diego Padres,2,Chicago Cubs,5
Baltimore Orioles,7,Detroit Tigers,4
Kansas City Royals,1,Minnesota Twins,7
Washington Nationals,8,New York Mets,9
Seattle Mariners,0,Philadelphia Phillies,1
Los Angeles Dodgers,2,Pittsburgh Pirates,6
St. Louis Cardinals,6,San Francisco Giants,0
New York Yankees,4,Texas Rangers,2
Cleveland Guardians,5,Boston Red Sox,2
Tampa Bay Rays,3,Chicago White Sox,2
Arizona D'Backs,9,Colorado Rockies,1
Philadelphia Phillies,3,Houston Astros,1
St. Louis Cardinals,3,Los Angeles Dodgers,7
Chicago Cubs,2,Miami Marlins,3
Los Angeles Angels,1,Milwaukee Brewers,2
Kansas City Royals,6,Minnesota Twins,8
Atlanta Braves,4,New York Mets,0
Cincinnati Reds,11,Oakland Athletics,7
New York Yankees,2,Texas Rangers,5
Seattle Mariners,2,Toronto Blue Jays,3
Cleveland Guardians,7,Boston Red Sox,8
Tampa Bay Rays,12,Chicago White Sox,3
Arizona D'Backs,11,Colorado Rockies,4
Baltimore Orioles,4,Detroit Tigers,7
Baltimore Orioles,6,Detroit Tigers,4
Philadelphia Phillies,6,Houston Astros,1
St. Louis Cardinals,0,Los Angeles Dodgers,1
Chicago Cubs,6,Miami Marlins,7
Los Angeles Angels,5,Milwaukee Brewers,7
Kansas City Royals,3,Minnesota Twins,2
Cincinnati Reds,3,Oakland Athletics,2
San Francisco Giants,11,San Diego Padres,16
New York Yankees,0,Texas Rangers,2
Seattle Mariners,0,Toronto Blue Jays,1
Pittsburgh Pirates,6,Washington Nationals,3
Pittsburgh Pirates,16,Washington Nationals,1
Cleveland Guardians,1,Boston Red Sox,7
Tampa Bay Rays,9,Chicago White Sox,12
Arizona D'Backs,4,Colorado Rockies,12
Baltimore Orioles,5,Detroit Tigers,3
Philadelphia Phillies,3,Houston Astros,4
St. Louis Cardinals,3,Los Angeles Dodgers,6
Chicago Cubs,3,Miami Marlins,4
Los Angeles Angels,3,Milwaukee Brewers,0
Kansas City Royals,4,Minnesota Twins,8
Cincinnati Reds,4,Oakland Athletics,5
San Francisco Giants,4,San Diego Padres,6
New York Yankees,2,Texas Rangers,15
Seattle Mariners,10,Toronto Blue Jays,8
Pittsburgh Pirates,2,Washington Nationals,7
Toronto Blue Jays,5,Boston Red Sox,6
San Francisco Giants,3,Houston Astros,7
Philadelphia Phillies,4,Los Angeles Dodgers,13
Cleveland Guardians,3,New York Yankees,2
Atlanta Braves,9,New York Mets,8
Atlanta Braves,3,New York Mets,5
Cincinnati Reds,3,San Diego Padres,8
Chicago Cubs,5,Washington Nationals,1
Toronto Blue Jays,6,Boston Red Sox,7
Minnesota Twins,2,Chicago White Sox,3
Milwaukee Brewers,2,Colorado Rockies,3
San Francisco Giants,2,Houston Astros,0
Baltimore Orioles,11,Kansas City Royals,7
Philadelphia Phillies,1,Los Angeles Dodgers,13
Atlanta Braves,6,Miami Marlins,0
Cleveland Guardians,2,New York Yankees,4
Seattle Mariners,2,Oakland Athletics,1
Cincinnati Reds,2,San Diego Padres,1
Los Angeles Angels,5,St. Louis Cardinals,1
Pittsburgh Pirates,1,Tampa Bay Rays,4
Arizona D'Backs,4,Texas Rangers,6
Chicago Cubs,1,Washington Nationals,4
Toronto Blue Jays,3,Boston Red Sox,8
Minnesota Twins,4,Chicago White Sox,6
Milwaukee Brewers,1,Colorado Rockies,7
New York Mets,5,Detroit Tigers,6
New York Mets,1,Detroit Tigers,8
San Francisco Giants,4,Houston Astros,2
Baltimore Orioles,0,Kansas City Royals,6
Philadelphia Phillies,6,Los Angeles Dodgers,10
Atlanta Braves,14,Miami Marlins,6
Cleveland Guardians,3,New York Yankees,4
Seattle Mariners,7,Oakland Athletics,2
Cincinnati Reds,1,San Diego Padres,7
Los Angeles Angels,6,St. Louis Cardinals,4
Pittsburgh Pirates,1,Tampa Bay Rays,8
Arizona D'Backs,12,Texas Rangers,7
Chicago Cubs,1,Washington Nationals,2
Toronto Blue Jays,5,Boston Red Sox,11
Minnesota Twins,7,Chicago White Sox,3
Milwaukee Brewers,6,Colorado Rockies,9
New York Mets,0,Detroit Tigers,2
Baltimore Orioles,13,Kansas City Royals,10
Atlanta Braves,6,Miami Marlins,3
Seattle Mariners,5,Oakland Athletics,3
Los Angeles Angels,11,St. Louis Cardinals,7
Pittsburgh Pirates,2,Tampa Bay Rays,3
Chicago Cubs,3,Washington Nationals,4
Texas Rangers,4,Los Angeles Angels,5
Washington Nationals,1,Arizona D'Backs,3
Baltimore Orioles,9,Atlanta Braves,4
Miami Marlins,1,Chicago Cubs,4
Chicago White Sox,5,Cincinnati Reds,4
Minnesota Twins,2,Cleveland Guardians,0
Oakland Athletics,12,Kansas City Royals,8
Colorado Rockies,0,New York Mets,1
Boston Red Sox,5,Philadelphia Phillies,3
Toronto Blue Jays,4,Pittsburgh Pirates,0
Los Angeles Dodgers,2,San Diego Padres,5
Houston Astros,6,Seattle Mariners,4
Milwaukee Brewers,4,San Francisco Giants,6
Detroit Tigers,5,St. Louis Cardinals,4
New York Yankees,4,Tampa Bay Rays,5
Texas Rangers,10,Los Angeles Angels,1
Washington Nationals,7,Arizona D'Backs,8
Baltimore Orioles,4,Atlanta Braves,5
Miami Marlins,2,Chicago Cubs,4
Chicago White Sox,3,Cincinnati Reds,5
Minnesota Twins,3,Cleveland Guardians,4
Oakland Athletics,5,Kansas City Royals,4
Colorado Rockies,5,New York Mets,2
Boston Red Sox,7,Philadelphia Phillies,4
Toronto Blue Jays,8,Pittsburgh Pirates,2
Los Angeles Dodgers,2,San Diego Padres,1
Houston Astros,5,Seattle Mariners,7
Milwaukee Brewers,1,San Francisco Giants,4
Detroit Tigers,6,St. Louis Cardinals,5
New York Yankees,3,Tampa Bay Rays,2
Texas Rangers,16,Los Angeles Angels,8
Washington Nationals,9,Arizona D'Backs,8
Baltimore Orioles,2,Atlanta Braves,3
Miami Marlins,5,Chicago Cubs,4
Chicago White Sox,17,Cincinnati Reds,4
Minnesota Twins,0,Cleveland Guardians,2
Oakland Athletics,1,Kansas City Royals,5
Colorado Rockies,13,New York Mets,6
Boston Red Sox,1,Philadelphia Phillies,6
Toronto Blue Jays,10,Pittsburgh Pirates,1
Los Angeles Dodgers,5,San Diego Padres,2
Houston Astros,1,Seattle Mariners,3
Milwaukee Brewers,7,San Francisco Giants,3
Detroit Tigers,6,St. Louis Cardinals,12
New York Yankees,7,Tampa Bay Rays,8
Houston Astros,4,Los Angeles Angels,6
Miami Marlins,2,Arizona D'Backs,5
Tampa Bay Rays,3,Baltimore Orioles,0
St. Louis Cardinals,3,Chicago Cubs,1
Detroit Tigers,6,Cleveland Guardians,2
Chicago White Sox,5,Kansas City Royals,12
Los Angeles Dodgers,3,Milwaukee Brewers,9
Oakland Athletics,2,New York Yankees,7
Colorado Rockies,0,Pittsburgh Pirates,2
Texas Rangers,2,Seattle Mariners,1
Washington Nationals,5,San Francisco Giants,1
Houston Astros,3,Los Angeles Angels,1
Miami Marlins,6,Arizona D'Backs,2
Boston Red Sox,3,Atlanta Braves,9
Tampa Bay Rays,2,Baltimore Orioles,4
St. Louis Cardinals,6,Chicago Cubs,4
New York Mets,6,Cincinnati Reds,7
Detroit Tigers,0,Cleveland Guardians,2
Chicago White Sox,4,Kansas City Royals,2
Los Angeles Dodgers,6,Milwaukee Brewers,2
San Diego Padres,6,Minnesota Twins,1
Oakland Athletics,5,New York Yankees,10
Toronto Blue Jays,4,Philadelphia Phillies,8
Colorado Rockies,10,Pittsburgh Pirates,1
Texas Rangers,0,Seattle Mariners,5
Washington Nationals,1,San Francisco Giants,4
Houston Astros,5,Los Angeles Angels,4
Miami Marlins,5,Arizona D'Backs,4
Boston Red Sox,5,Atlanta Braves,2
Tampa Bay Rays,1,Baltimore Orioles,2
St. Louis Cardinals,4,Chicago Cubs,10
New York Mets,2,Cincinnati Reds,1
Detroit Tigers,5,Cleveland Guardians,0
Chicago White Sox,1,Kansas City Royals,9
Los Angeles Dodgers,8,Milwaukee Brewers,1
San Diego Padres,3,Minnesota Twins,4
Oakland Athletics,3,New York Yankees,11
Toronto Blue Jays,1,Philadelphia Phillies,2
Colorado Rockies,4,Pittsburgh Pirates,3
Texas Rangers,4,Seattle Mariners,3
Washington Nationals,11,San Francisco Giants,6
San Francisco Giants,6,Arizona D'Backs,2
New York Mets,0,Cincinnati Reds,5
Chicago White Sox,3,Kansas City Royals,4
San Diego Padres,3,Minnesota Twins,5
Tampa Bay Rays,8,New York Yankees,2
Texas Rangers,4,Oakland Athletics,0
San Francisco Giants,5,Arizona D'Backs,7
Pittsburgh Pirates,3,Baltimore Orioles,6
St. Louis Cardinals,8,Boston Red Sox,6
Houston Astros,5,Chicago White Sox,1
Los Angeles Angels,5,Cleveland Guardians,4
Philadelphia Phillies,6,Colorado Rockies,3
Seattle Mariners,9,Detroit Tigers,2
San Diego Padres,2,Los Angeles Dodgers,4
Cincinnati Reds,7,Miami Marlins,4
Kansas City Royals,1,Milwaukee Brewers,5
Chicago Cubs,6,Minnesota Twins,2
Tampa Bay Rays,5,New York Yankees,6
Texas Rangers,7,Oakland Athletics,9
Atlanta Braves,0,Toronto Blue Jays,3
New York Mets,3,Washington Nationals,2
San Francisco Giants,2,Arizona D'Backs,7
Pittsburgh Pirates,0,Baltimore Orioles,2
St. Louis Cardinals,4,Boston Red Sox,3
Houston Astros,1,Chicago White Sox,3
Los Angeles Angels,6,Cleveland Guardians,8
Philadelphia Phillies,7,Colorado Rockies,4
Seattle Mariners,5,Detroit Tigers,0
San Diego Padres,2,Los Angeles Dodgers,4
Cincinnati Reds,6,Miami Marlins,5
Kansas City Royals,3,Milwaukee Brewers,4
Chicago Cubs,1,Minnesota Twins,11
Tampa Bay Rays,8,New York Yankees,9
Texas Rangers,5,Oakland Athletics,0
Atlanta Braves,2,Toronto Blue Jays,5
New York Mets,2,Washington Nationals,3
San Francisco Giants,1,Arizona D'Backs,2
Pittsburgh Pirates,4,Baltimore Orioles,0
St. Louis Cardinals,9,Boston Red Sox,1
Houston Astros,4,Chicago White Sox,3
Los Angeles Angels,3,Cleveland Guardians,4
Philadelphia Phillies,0,Colorado Rockies,4
Seattle Mariners,3,Detroit Tigers,5
San Diego Padres,0,Los Angeles Dodgers,4
Cincinnati Reds,1,Miami Marlins,3
Kansas City Royals,6,Milwaukee Brewers,9
Chicago Cubs,3,Minnesota Twins,16
Tampa Bay Rays,8,New York Yankees,7
Texas Rangers,11,Oakland Athletics,3
Atlanta Braves,5,Toronto Blue Jays,6
New York Mets,8,Washington Nationals,2
Los Angeles Angels,9,Baltimore Orioles,5
Seattle Mariners,10,Boston Red Sox,1
Cincinnati Reds,8,Colorado Rockies,9
Chicago Cubs,4,Houston Astros,6
Minnesota Twins,8,Los Angeles Dodgers,9
Arizona D'Backs,5,Oakland Athletics,2
Kansas City Royals,0,San Diego Padres,4
